"id","name","type","year","secteur","mappe","producer","scale","sheet","salle","tranche","index","nature","created_by_id","last_update_by_id"
5018,"Prise du Canal","-----",NULL,"-----","-----","-----","1//100","-----","SALLE 1","-----","28A (10)","PLAN DE SITAUTION",NULL,NULL
5019,"Prise du Canal","-----",NULL,"-----","-----","-----","1//100","-----","SALLE 1","-----","28","PLAN DE SITAUTION",NULL,NULL
5020,"Prise du Canal","-----",NULL,"-----","-----","-----","1//100","-----","SALLE 1","-----","30","PLAN DE SITAUTION",NULL,NULL
5021,"Prise du Canal","-----",NULL,"-----","-----","-----","1//100","-----","SALLE 1","-----","31","PLAN DE SITAUTION",NULL,NULL
5022,"Prise du Canal","-----",NULL,"-----","-----","-----","1//100","-----","SALLE 1","-----","32","PLAN DE SITAUTION",NULL,NULL
5023,"Prise du Canal","-----",NULL,"-----","-----","-----","1//100","-----","SALLE 1","-----","34-26-14","PLAN DE SITAUTION",NULL,NULL
5024,"Prise du Canal","-----",NULL,"-----","-----","-----","1//100","-----","SALLE 1","-----","34-26-24","PLAN DE SITAUTION",NULL,NULL
5025,"Prise du Canal","-----",NULL,"-----","-----","-----","1//100","-----","SALLE 1","-----","34-25-9","PLAN DE SITAUTION",NULL,NULL
5026,"Prise du Canal","-----",NULL,"-----","-----","-----","1//100","-----","SALLE 1","-----","34-25-10","PLAN DE SITAUTION",NULL,NULL
5027,"Prise du Canal","-----",NULL,"-----","-----","-----","1//100","-----","SALLE 1","-----","34-25-19","PLAN DE SITAUTION",NULL,NULL
5028,"Prise du Canal","-----",NULL,"-----","-----","-----","1//100","-----","SALLE 1","-----","34-25-20","PLAN DE SITAUTION",NULL,NULL
5029,"Prise du Canal","-----",NULL,"-----","-----","-----","1//100","-----","SALLE 1","-----","34-25-29","PLAN DE SITAUTION",NULL,NULL
5030,"Prise du Canal","-----",NULL,"-----","-----","-----","1//100","-----","SALLE 1","-----","34-25-30","PLAN DE SITAUTION",NULL,NULL
5031,"Prise du Canal","-----",NULL,"-----","-----","-----","1//100","-----","SALLE 1","-----","34-25-39","PLAN DE SITAUTION",NULL,NULL
5032,"Prise du Canal","-----",NULL,"-----","-----","-----","1//100","-----","SALLE 1","-----","34-25-40","PLAN DE SITAUTION",NULL,NULL
5033,"Prise du Canal","-----",NULL,"-----","-----","-----","1//100","-----","SALLE 1","-----","34-25-49","PLAN DE SITAUTION",NULL,NULL
5034,"PERIMETRE DU GHARB","ASSAINISSEMENT",NULL,"C4","38-24-B","S.M.A.F.T_GALLOT_OBER_PARAGOT","1//5000","3_5","SALLE 1","STI","36-2","PLAN D'EXECUTION",NULL,NULL
5035,"PERIMETRE DU GHARB S.T.I","-----",NULL,"C4","38-24-G","S.M.A.F.T_GALLOT_OBER_PARAGOT","1//5000","4_1","SALLE 1","STI","36-3","PLAN DE BORNAGE",NULL,NULL
5036,"PERIMETRE DU GHARB","OUVRAGE",NULL,"C4","38-24-K","S.M.A.F.T_GALLOT_OBER_PARAGOT","1//5000","4_2","SALLE 1","STI","36-4","PLAN D'EXECUTION",NULL,NULL
5037,"PERIMETRE DU GHARB S.T.I","-----",NULL,"C4","38-24-D","S.M.A.F.T_GALLOT_OBER_PARAGOT","1//5000","4_6","SALLE 1","STI","37-24-1","PLAN DE BORNAGE",NULL,NULL
5038,"PERIMETRE DU GHARB","-----",1978,"C4","38-24-B","-----","1//5000","4_5","SALLE 1","STI","37-24-2","PLAN DE BORNAGE",NULL,NULL
5039,"PERIMETRE DU GHARB","-----",1978,"C4","38-24-C","ORMVAG","1//5000","4_6","SALLE 1","STI","37-24-3","PLAN DE BORNAGE",NULL,NULL
5040,"GHARB","-----",NULL,"-----","37-24-F","ORMVAG","1//5000","4.409","SALLE 1","STI","37-24-6"," PLAN PARCELLAIRE",NULL,NULL
5041,"GHARB","-----",NULL,"-----","38-24-N","ORMVAG","1//5000","4.403","SALLE 1","STI","37-24-7"," PLAN PARCELLAIRE",NULL,NULL
5042,"GHARB","AVANT PROJET",NULL,"-----","38-24-J","ORMVAG","1//5000","4.401","SALLE 1","STI","37-24-9"," PLAN PARCELLAIRE",NULL,NULL
5043,"GHARB","-----",NULL,"-----","38-24-M","ORMVAG","1//5000","4.412","SALLE 1","STI","37-26-i"," PLAN PARCELLAIRE",NULL,NULL
5044,"GHARB","-----",NULL,"-----","37-24-J","ORMVAG","1//5000","4.411","SALLE 1","STI","37-26-m"," PLAN PARCELLAIRE",NULL,NULL
5045,"GHARB","-----",NULL,"-----","37-24-G","ORMVAG","1//5000","4.410","SALLE 1","STI","38.24.k(2)"," PLAN PARCELLAIRE",NULL,NULL
5046,"GHARB","IRRIGATION",NULL,"-----","37-24-A","ORMVAG","1//5000","4.415","SALLE 1","STI","38-25-F"," PLAN PARCELLAIRE",NULL,NULL
5047,"GHARB","IRRIGATION",NULL,"-----","37-24-C","ORMVAG","1//5000","-----","SALLE 1","STI","38-25-K"," PLAN PARCELLAIRE",NULL,NULL
5048,"GHARB","-----",NULL,"-----","37-24-D","ORMVAG","1//5000","4.408","SALLE 1","STI","38-23-H"," PLAN PARCELLAIRE",NULL,NULL
5049,"GHARB","-----",NULL,"-----","37-24-I","ORMVAG","1//5000","4.413","SALLE 1","STI","38-25-J"," PLAN PARCELLAIRE",NULL,NULL
5050,"GHARB","IRRIGATION",NULL,"-----","37-24-B","ORMVAG","1//5000","4.408","SALLE 1","STI","38-24-F"," PLAN PARCELLAIRE",NULL,NULL
5051,"GHARB","AVANT PROJET",NULL,"-----","38-24-K","ORMVAG","1//5000","4.402","SALLE 1","STI","38-24-O"," PLAN PARCELLAIRE",NULL,NULL
5052,"GHARB","IRRIGATION",NULL,"-----","37-24-B","ORMVAG","1//5000","4.408","SALLE 1","STI","39-25-K(2)"," PLAN PARCELLAIRE",NULL,NULL
5053,"GHARB","ASSAINISSEMENT_DRAINAGE",NULL,"-----","37-24-G","ORMVAG","1//5000","4.410","SALLE 1","STI","34.26.2"," PLAN PARCELLAIRE",NULL,NULL
5054,"GHARB","ASSAINISSEMENT_DRAINAGE",NULL,"-----","38-24-M","ORMVAG","1//5000","4.412","SALLE 1","STI","35.23.G"," PLAN PARCELLAIRE",NULL,NULL
5055,"GHARB","-----",NULL,"-----","38-24-M","ORMVAG","1//5000","4.412","SALLE 1","STI","35.23.F"," PLAN PARCELLAIRE",NULL,NULL
5056,"GHARB","ASSAINISSEMENT_DRAINAGE",NULL,"-----","38-24-K","ORMVAG","1//5000","4.402","SALLE 1","STI","35.26.74","PLAN D'EXECUTION",NULL,NULL
5057,"GHARB","ASSAINISSEMENT_DRAINAGE",NULL,"-----","37-24-I","ORMVAG","1//5000","4.413","SALLE 1","STI","35.26.83"," PLAN PARCELLAIRE",NULL,NULL
5058,"GHARB","IRRIGATION",NULL,"-----","37-24-C","ORMVAG","1//5000","-----","SALLE 1","STI","34.26.D"," PLAN PARCELLAIRE",NULL,NULL
5059,"GHARB","ASSAINISSEMENT_DRAINAGE",NULL,"-----","37-24-F","ORMVAG","1//5000","4.409","SALLE 1","STI","34.26.n"," PLAN PARCELLAIRE",NULL,NULL
5060,"GHARB","ASSAINISSEMENT_DRAINAGE",NULL,"-----","37-24-E","ORMVAG","1//5000","4.414","SALLE 1","STI","34.26.e"," PLAN PARCELLAIRE",NULL,NULL
5061,"GHARB","IRRIGATION",NULL,"-----","37-24-B","ORMVAG","1//5000","4.408","SALLE 1","STI","34.26.F"," PLAN PARCELLAIRE",NULL,NULL
5062,"GHARB","ASSAINISSEMENT_DRAINAGE",NULL,"-----","38-24-N","ORMVAG","1//5000","4.403","SALLE 1","STI","35.26i "," PLAN PARCELLAIRE",NULL,NULL
5063,"GHARB","ASSAINISSEMENT_DRAINAGE",NULL,"-----","37-24-D","ORMVAG","1//5000","4.408","SALLE 1","STI","36.26.B"," PLAN PARCELLAIRE",NULL,NULL
5064,"GHARB","IRRIGATION",NULL,"-----","37-24-J","ORMVAG","1//5000","4.411","SALLE 1","STI","36.26.H."," PLAN PARCELLAIRE",NULL,NULL
5065,"GHARB","IRRIGATION",NULL,"-----","37-24-D","ORMVAG","1//5000","4.408","SALLE 1","STI","36.26.I"," PLAN PARCELLAIRE",NULL,NULL
5066,"PERIMETRE DU GHARB S.T.I","IRRIGATION",NULL,"-----","38-24-O","ORMVAG","1//5000","4.404","SALLE 1","STI","36.26.j"," PLAN PARCELLAIRE",NULL,NULL
5067,"S.T.I  TRANCHE 2 Nord BAS Service","-----",NULL,"N1","-----","ORMVAG","1//10000","A1","SALLE 1","STI","36.26.K"," PLAN D'ENSEMBLE",NULL,NULL
5068,"PERIMETRE DU GHARB ","ASSAINISSEMENT_DRAINAGE",NULL,"N1","-----","ORMVAG","1//5000","B1.1","SALLE 1","STI","36.26.N"," PLAN D'ENSEMBLE",NULL,NULL
5069,"PERIMETRE DU GHARB ","ASSAINISSEMENT_DRAINAGE",NULL,"N2","-----","ORMVAG","-----","B2.1","SALLE 1","STI","36.26.O."," PLAN D'ENSEMBLE",NULL,NULL
5070,"PERIMETRE DU GHARB S.T.I","IRRIGATION",NULL,"N2","-----","ORMVAG","1//5000","B 3.16","SALLE 1","STI","36.26.O"," PLAN D'ENSEMBLE",NULL,NULL
5071,"PERIMETRE DU GHARB","-----",NULL,"C4","38-24-C","ORMVAG","1//5000","3.313","SALLE 1","STI","36.26.P","PLAN DE BORNAGE",NULL,NULL
5072,"S.T.I","-----",NULL,"C4","38-24-B","ORMVAG","1//5000","3.312","SALLE 1","STI","36.27.M","PLAN DE BORNAGE",NULL,NULL
5073,"S.T.I","-----",NULL,"C3","38-24-O","ORMVAG","1//5000","3.307","SALLE 1","STI","36A (3)","PLAN DE BORNAGE",NULL,NULL
5074,"GHARB","-----",NULL,"C4","38-24-J","ORMVAG","1//5000","3.310","SALLE 1","STI","36A (5)","PLAN DE BORNAGE",NULL,NULL
5075,"S.T.I","-----",NULL,"C3 C4","38-24-K","ORMVAG","1//5000","3.304","SALLE 1","STI","36A (6)","PLAN DE BORNAGE",NULL,NULL
5076,"PERIMETRE DU GHARB","IRRIGATION",NULL,"C3","38-24-H","ORMVAG","1//5000","C.602","SALLE 1","STI","37A (4)","PLAN DE RESEAU",NULL,NULL
5077,"PERIMETRE DU GHARB","-----",NULL,"C3","38-24-D","ORMVAG","1//5000","C.607","SALLE 1","STI","37A (5)","PLAN DE RESEAU",NULL,NULL
5078,"PERIMETRE DU GHARB","-----",NULL,"C4","38-24-C","ORMVAG","1//5000","C.613","SALLE 1","STI","37A (6)","PLAN DE RESEAU",NULL,NULL
5079,"STI TRANCHE 2","IRRIGATION",NULL,"C3","38-25-E","ORMVAG","1//5000","C.603","SALLE 1","STI","37A (7)","PLAN DE RESEAU",NULL,NULL
5080,"S.T.I","-----",NULL,"C3 C4","38-24-G","ORMVAG","1//5000","C.601","SALLE 1","STI","37A (10)","PLAN DE RESEAU",NULL,NULL
5081,"GHARB","IRRIGATION",NULL,"C4","38-24-J","ORMVAG","1//5000","C.610","SALLE 1","STI","37A (11)","PLAN DE RESEAU",NULL,NULL
5082,"GHARB","IRRIGATION",NULL,"C3 C4","38-24-I","ORMVAG","1//5000","C.605","SALLE 1","STI","37A (12)","PLAN DE RESEAU",NULL,NULL
5083,"GHARB","IRRIGATION",NULL,"C4","38-24-B","ORMVAG","1//5000","C.612","SALLE 1","STI","37A (13)","PLAN DE RESEAU",NULL,NULL
5084,"GHARB","IRRIGATION",NULL,"C3","38-25-M","ORMVAG","1//5000","C.609","SALLE 1","STI","37A (14)","PLAN DE RESEAU",NULL,NULL
5085,"GHARB","IRRIGATION",NULL,"C3","38-25-I","ORMVAG","1//5000","C.606","SALLE 1","STI","37A (16)","PLAN DE RESEAU",NULL,NULL
5086,"GHARB","IRRIGATION",NULL,"C3","38-24-K","ORMVAG","1//5000","C.604","SALLE 1","STI","37A (17)","PLAN DE RESEAU",NULL,NULL
5087,"GHARB","-----",NULL,"C3","38-24-P","ORMVAG","1//5000","3.308","SALLE 1","STI","37A (18)","PLAN DE BORNAGE",NULL,NULL
5088,"GHARB","-----",NULL,"C3 C4","38-24-L","ORMVAG","1//5000","3.305","SALLE 1","STI","37A (19)","PLAN DE BORNAGE",NULL,NULL
5089,"GHARB","-----",NULL,"C3","38-25-E","ORMVAG","1//5000","3.303","SALLE 1","STI","37A (20)","PLAN DE BORNAGE",NULL,NULL
5090,"GHARB","IRRIGATION",NULL,"C3 C4","38-24-G","ORMVAG","1//5000","C.601","SALLE 1","STI","39-24-H (2)","PLAN DE RESEAU",NULL,NULL
5091,"PERIMETRE DU GHARB S.T.I","AVANT PROJET",1978,"N2","-----","ORMVAG","1//500","2.36","SALLE 1","STI","39-24-O ","PLAN DE MASSE",NULL,NULL
5092,"PERIMETRE DU GHARB S.T.I","AVANT PROJET",1978,"N1","-----","ORMVAG","-----","2.35","SALLE 1","STI","39-24-j","PLAN DE MASSE",NULL,NULL
5093,"PERIMETRE DU BEHT","ASSAINISSEMENT_DRAINAGE",1982,"5,1-5,2","35-26-E","ORMVAG","1//5000","B 2.3","SALLE 1","BEHT","41","PLAN DE MASSE",NULL,NULL
5094,"PERIMETRE DU BEHT","ASSAINISSEMENT_DRAINAGE",1982,"5,1-5,2","35-26-A","ORMVAG","1//5000","B 2.2","SALLE 1","BEHT","41A (1)","PLAN DE MASSE",NULL,NULL
5095,"PERIMETRE DU GHARB ","ASSAINISSEMENT",NULL,"N1","38-24-C","S.M.A.F.T_GALLOT_OBER_PARAGOT","1//5000","4.1.2","SALLE 1","STI","41A (4)","PLAN DE BORNAGE",NULL,NULL
5096,"PERIMETRE DU GHARB ","ASSAINISSEMENT",NULL,"N1","38-24-B","S.M.A.F.T_GALLOT_OBER_PARAGOT","1//5000","4.1.1","SALLE 1","STI","41A (5)","PLAN DE BORNAGE",NULL,NULL
5097,"PERIMETRE DU GHARB ","ASSAINISSEMENT",NULL,"N1","38-24-C","S.M.A.F.T_GALLOT_OBER_PARAGOT","1//5000","3 1 2","SALLE 1","STI","41A (6)","PLAN DE RESEAU",NULL,NULL
5098,"PERIMETRE DU GHARB ","ASSAINISSEMENT",NULL,"N1","38-24-B","S.M.A.F.T_GALLOT_OBER_PARAGOT","1//5000","3.1.1","SALLE 1","STI","41A (7)","PLAN DE RESEAU",NULL,NULL
5099," TRANCHE 3","-----",NULL,"NORD HAUT SERVICE","39-25-N","S.M.A.F.T_GALLOT_OBER_PARAGOT","1//5000","3.12","SALLE 1","STI","49A2 (5)","PLAN DE BORNAGE",NULL,NULL
5100,"GHARB","-----",NULL,"NORD BAS SERVICE","39-25-N","S.M.A.F.T_GALLOT_OBER_PARAGOT","1//5000","C.6.14","SALLE 1","STI","49A2 (7)","PLAN DE BORNAGE",NULL,NULL
5101,"S.T.I TRANCHE 2","IRRIGATION",NULL,"NORD BAS SERVICE","39-25-N","S.M.A.F.T_GALLOT_OBER_PARAGOT","1//5000","C.6.14","SALLE 1","STI","49A2 (8)","PLAN DE RESEAU",NULL,NULL
5102,"GHARB","-----",NULL,"NORD HAUT SERVICE","39-24-L","S.M.A.F.T_GALLOT_OBER_PARAGOT","1//5000","-----","SALLE 1","STI","49A2 (9)","PLAN DE BORNAGE",NULL,NULL
5103,"GHARB","-----",NULL,"-----","39-24-O","ORMVAG","1//5000","-----","SALLE 1","STI","49A2 (10)","PLAN DE MASSE",NULL,NULL
5104,"S.T.I TRANCHE 3","-----",NULL,"NORD BAS SERVICE","37-26-A","S.M.A.F.T_GALLOT_OBER_PARAGOT","1//5000","-----","SALLE 1","STI","49A2 (13)","PLAN DE BORNAGE",NULL,NULL
5105," TRANCHE 3","-----",NULL,"NORD HAUT SERVICE","39-25-M","S.M.A.F.T_GALLOT_OBER_PARAGOT","1//5000","3_13","SALLE 1","STI","49A2 (17)","PLAN DE BORNAGE",NULL,NULL
5106,"STI TRANCHE3","-----",NULL,"NORD","39-24-H","S.M.A.F.T_GALLOT_OBER_PARAGOT","1//5000","-----","SALLE 1","STI","49A2 (19)","PLAN DE BORNAGE",NULL,NULL
5107,"GHARB","IRRIGATION",NULL,"NORD HAUT SERVICE","37-26-A","S.M.A.F.T_GALLOT_OBER_PARAGOT","1//5000","3_1","SALLE 1","STI","49A2 (21)","PLAN DE RESEAU",NULL,NULL
5108,"GHARB","IRRIGATION",NULL,"NORD HAUT SERVICE","38-25-C","S.M.A.F.T_GALLOT_OBER_PARAGOT","1//5000","B4.09","SALLE 1","STI","49A2 (25)","PLAN DE RESEAU",NULL,NULL
5109,"STI TRANCHE3","IRRIGATION",NULL,"-----","39-24-H","S.M.A.F.T_GALLOT_OBER_PARAGOT","1//5000","B4:23","SALLE 1","STI","58-2","PLAN DE RESEAU",NULL,NULL
5110,"GHARB","IRRIGATION",NULL,"NORD HAUT SERVICE","39-25-E","S.M.A.F.T_GALLOT_OBER_PARAGOT","1//5000","B4,22","SALLE 1","STI","58-3","PLAN DE RESEAU",NULL,NULL
5111,"GHARB","IRRIGATION",NULL,"NORD HAUT SERVICE","39-25-F","S.M.A.F.T_GALLOT_OBER_PARAGOT","1//5000","B4,21","SALLE 1","STI","58-4","PLAN DE RESEAU",NULL,NULL
5112,"GHARB","IRRIGATION",NULL,"NORD HAUT SERVICE","39-24-K","ORMVAG","1//5000","B4,20","SALLE 1","STI","58-5","PLAN DE RESEAU",NULL,NULL
5113,"GHARB","IRRIGATION",NULL,"NORD HAUT SERVICE","39-24-L","S.M.A.F.T_GALLOT_OBER_PARAGOT","1//5000","B4,19","SALLE 1","STI","59A (2)","PLAN DE RESEAU",NULL,NULL
5114,"GHARB","IRRIGATION",NULL,"NORD HAUT SERVICE","39-25-I","S.M.A.F.T_GALLOT_OBER_PARAGOT","1//5000","B4,18","SALLE 1","STI","59A (3)","PLAN DE RESEAU",NULL,NULL
5115,"GHARB","IRRIGATION",NULL,"NORD HAUT SERVICE","39-25-J","S.M.A.F.T_GALLOT_OBER_PARAGOT","1//5000","B4,17","SALLE 1","STI","59A (5)","PLAN DE RESEAU",NULL,NULL
5116,"GHARB","IRRIGATION",NULL,"NORD HAUT SERVICE","39-25-K","S.M.A.F.T_GALLOT_OBER_PARAGOT","1//5000","B4,16","SALLE 1","STI","59A (6)","PLAN DE RESEAU",NULL,NULL
5117,"GHARB","IRRIGATION",NULL,"NORD HAUT SERVICE","39-24-O","S.M.A.F.T_GALLOT_OBER_PARAGOT","1//5000","B4,15","SALLE 1","STI","59A (7)","PLAN DE RESEAU",NULL,NULL
5118,"GHARB","IRRIGATION",NULL,"NORD HAUT SERVICE","39-24-P","ORMVAG","1//5000","B4,14","SALLE 1","STI","59A (8)","PLAN DE RESEAU",NULL,NULL
5119,"GHARB","IRRIGATION",NULL,"NORD HAUT SERVICE","39-25-M","S.M.A.F.T_GALLOT_OBER_PARAGOT","1//5000","B4,13","SALLE 1","STI","59A (9)","PLAN DE RESEAU",NULL,NULL
5120,"GHARB","IRRIGATION",NULL,"NORD HAUT SERVICE","39-25-N","S.M.A.F.T_GALLOT_OBER_PARAGOT","1//5000","B4,12","SALLE 1","STI","59A (11)","PLAN DE RESEAU",NULL,NULL
5121,"GHARB","IRRIGATION",NULL,"NORD HAUT SERVICE","39-25-O","S.M.A.F.T_GALLOT_OBER_PARAGOT","1//5000","B4,11","SALLE 1","STI","59A (12)","PLAN DE RESEAU",NULL,NULL
5122,"GHARB","IRRIGATION",NULL,"NORD HAUT SERVICE","38-25-B","S.M.A.F.T_GALLOT_OBER_PARAGOT","1//5000","B4.10","SALLE 1","STI","59A (13)","PLAN DE RESEAU",NULL,NULL
5123,"GHARB","-----",NULL,"NORD HAUT SERVICE","38-25-G","S.M.A.F.T_GALLOT_OBER_PARAGOT","1//5000","B4.08","SALLE 1","STI","59","PLAN DE RESEAU",NULL,NULL
5124," TRANCHE 3","IRRIGATION",NULL,"NORD HAUT SERVICE","38-25-K","ORMVAG","1//5000","B4.07","SALLE 1","STI","60-1","PLAN DE RESEAU",NULL,NULL
5125,"GHARB","IRRIGATION",1979,"NORD HAUT SERVICE","38-25-O","ORMVAG","1//5000","B4.06","SALLE 1","STI","60-2","PLAN DE RESEAU",NULL,NULL
5126,"PERIMETRE DU GHARB ","COFFRAGE ",1979,"-----","-----","ORMVAG","1//500","2316-118A","SALLE 1","STI","62","PLAN DE SITAUTION",NULL,NULL
5127,"PERIMETRE DU GHARB ","IRRIGATION",1979,"-----","-----","ORMVAG","1//5000","2316.64","SALLE 1","STI","66-2","PLAN DU TRACE",NULL,NULL
5128,"GHARB","ASSAINISSEMENT_DRAINAGE",NULL,"NORD BAS SERVICE","38-24-H","S.M.A.F.T_GALLOT_OBER_PARAGOT","1//5000","2.3","SALLE 1","STI","67-3"," PLAN D'ENSEMBLE",NULL,NULL
5129,"TRANCHE 2-NORD BAS SERVICE","ASSAINISSEMENT_DRAINAGE",NULL,"NORD BAS SERVICE","38-24-D","S.M.A.F.T_GALLOT_OBER_PARAGOT","1//5000","2.3","SALLE 1","STI","67-6","PLAN DE RESEAU",NULL,NULL
5130,"GHARB","ASSAINISSEMENT_DRAINAGE",NULL,"NORD BAS SERVICE","39-25-M","S.M.A.F.T_GALLOT_OBER_PARAGOT","1//5000","2.3","SALLE 1","STI","68-1","PLAN D'EXECUTION",NULL,NULL
5131,"GHARB","ASSAINISSEMENT_DRAINAGE",NULL,"NORD BAS SERVICE","39-24-P","S.M.A.F.T_GALLOT_OBER_PARAGOT","1//5000","2.3","SALLE 1","STI","68-2"," PLAN PARCELLAIRE",NULL,NULL
5132,"GHARB-S.T.I-PERIMETRE DU GHARB-S.T.I","ASSAINISSEMENT",NULL,"C1","38-24-N","S.M.A.F.T_GALLOT_OBER_PARAGOT","1//5000","3.1","SALLE 1","STI","68-3","PLAN DE RESEAU",NULL,NULL
5133,"PERIMETRE DU GHARB","ASSAINISSEMENT",NULL,"C1","37-24-B","S.M.A.F.T_GALLOT_OBER_PARAGOT","1//5000","3_2","SALLE 1","STI","68-4","PLAN DE MASSE",NULL,NULL
5134,"GHARB-S.T.I-PERIMETRE DU GHARB-S.T.I","ASSAINISSEMENT",NULL,"C1","37-24-E","S.M.A.F.T_GALLOT_OBER_PARAGOT","1//5000","3_4","SALLE 1","STI","68A BEHT (8)","PLAN DE MASSE",NULL,NULL
5135,"PERIMETRE DU GHARB","AVANT PROJET",NULL,"C1","38-24-N","ORMVAG","1//5000","4.1","SALLE 1","STI","69-1","PLAN DE BORNAGE",NULL,NULL
5136,"GHARB-S.T.I-PERIMETRE DU GHARB-S.T.I","AVANT PROJET",NULL,"C1","37-24-B","ORMVAG","1//5000","4_2","SALLE 1","STI","69-2","PLAN DE BORNAGE",NULL,NULL
5137,"GHARB-S.T.I-PERIMETRE DU GHARB-S.T.I","AVANT PROJET",NULL,"C1","37-24-F","ORMVAG","-----","4_3","SALLE 1","STI","69-3","PLAN DE BORNAGE",NULL,NULL
5138,"PERIMETRE DU BEHT","ASSAINISSEMENT_DRAINAGE",NULL,"-----","34-26-A","ORMVAG","1//5000","2.2.204","SALLE 1","BEHT","69-4","CANEVAS-A.P.S",NULL,NULL
5139,"GHARB-S.T.I-PERIMETRE DU GHARB-S.T.I","AVANT PROJET",NULL,"C1","37-24-E","ORMVAG","1//5000","4_4","SALLE 1","STI","71","PLAN DE BORNAGE",NULL,NULL
5140,"PERIMETRE DU GHARB","IRRIGATION",NULL,"C1","37-24-B","S.M.A.F.T_GALLOT_OBER_PARAGOT","1//5000","3_2","SALLE 1","STI","72A BEHT (2)","PLAN DE MASSE",NULL,NULL
5141,"GHARB-S.T.I-PERIMETRE DU GHARB-S.T.I","IRRIGATION",NULL,"C1","37-24-F","S.M.A.F.T_GALLOT_OBER_PARAGOT","1//5000","3_3","SALLE 1","STI","72A BEHT (3)","PLAN DE MASSE",NULL,NULL
5142,"PERIMETRE DU GHARB","AVANT PROJET",NULL,"C1","38-24-N","ORMVAG","1//5000","4.1","SALLE 1","STI","72A BEHT (4)","PLAN DE BORNAGE",NULL,NULL
5143,"GHARB-S.T.I-PERIMETRE DU GHARB-S.T.I","AVANT PROJET",NULL,"C1","37-24-F","ORMVAG","-----","4_3","SALLE 1","STI","72A BEHT (5)","PLAN DE BORNAGE",NULL,NULL
5144,"GHARB-S.T.I-PERIMETRE DU GHARB-S.T.I","AVANT PROJET",NULL,"C1","37-24-E","ORMVAG","1//5000","4_4","SALLE 1","STI","72A BEHT (6)","PLAN DE BORNAGE",NULL,NULL
5145,"PERIMETRE DU GHARB","OUVRAGE",NULL,"-----","-----","ORMVAG","1//500","80 A","SALLE 1","STI","72A BEHT (10)","PLAN D'EXECUTION",NULL,NULL
5146,"GHARB","IRRIGATION",NULL,"-----","38-24-H","S.M.A.F.T_GALLOT_OBER_PARAGOT","1//5000","2.3","SALLE 1","STI","72A BEHT (11)","PLAN DE RESEAU",NULL,NULL
5147,"GHARB","IRRIGATION",NULL,"-----","38-24-D","S.M.A.F.T_GALLOT_OBER_PARAGOT","1//5000","2.3","SALLE 1","STI","72A BEHT (12)","PLAN DE RESEAU",NULL,NULL
5148,"GHARB","IRRIGATION",NULL,"-----","38-24-G","S.M.A.F.T_GALLOT_OBER_PARAGOT","1//5000","2.3","SALLE 1","STI","72A BEHT (13)","PLAN DE RESEAU",NULL,NULL
5149,"GHARB","IRRIGATION",NULL,"-----","38-24-C","S.M.A.F.T_GALLOT_OBER_PARAGOT","1//5000","2,3","SALLE 1","STI","72A BEHT (14)","PLAN DE RESEAU",NULL,NULL
5150,"S.T.I TRANCHE 3 NORD HAUT SERVICE","IRRIGATION",NULL,"N6","39-25-O","S.M.A.F.T_GALLOT_OBER_PARAGOT","1//5000","-----","SALLE 1","STI","73A (4)","PLAN DE RESEAU",NULL,NULL
5151,"GHARB TRANCHE 3","IRRIGATION",NULL,"NORD HAUT SERVICE","39-25-N-39-25-B-39-25-M","ORMVAG","1//5000","2330","SALLE 1","STI","73A (5)","PLAN DE RESEAU",NULL,NULL
5152,"PERIMETRE DU GHARB","ASSAINISSEMENT_DRAINAGE",NULL,"NORD BAS SERVICE","39-24-P","S.M.A.F.T_GALLOT_OBER_PARAGOT","1//5000","2.3","SALLE 1","STI","73A (10)","PLAN D'EXECUTION",NULL,NULL
5153,"GHARB ","IRRIGATION",NULL,"N7","39-25-N","ORMVAG","1//5000","-----","SALLE 1","STI","74","PLAN DE RESEAU",NULL,NULL
5154,"GHARB","ASSAINISSEMENT_DRAINAGE",NULL,"N7","39-25-I","ORMVAG","1//5000","2.3.4","SALLE 1","STI","75-2","PLAN DE RESEAU",NULL,NULL
5155,"PERIMETRE DU GHARB","IRRIGATION",1979,"N1","38-24-B","ORMVAG","1//5000","3 1 1","SALLE 1","STI","76A (1)","PLAN DE RESEAU",NULL,NULL
5156,"PERIMETRE DU GHARB","IRRIGATION",1979,"N1","38-24-C","ORMVAG","1//5000","-----","SALLE 1","STI","76A (2)","PLAN DE RESEAU",NULL,NULL
5157,"PERIMETRE DU GHARB ","ASSAINISSEMENT",NULL,"N1","38-24-B","S.M.A.F.T_GALLOT_OBER_PARAGOT","1//5000","4.1.1","SALLE 1","STI","76A (3)","PLAN DE BORNAGE",NULL,NULL
5158,"GHARB","ASSAINISSEMENT_DRAINAGE",NULL,"NORD BAS SERVICE","39-25-M","S.M.A.F.T_GALLOT_OBER_PARAGOT","1//5000","2.3","SALLE 1","STI","76A (12)","PLAN D'EXECUTION",NULL,NULL
5159,"GHARB","ASSAINISSEMENT_DRAINAGE",NULL,"NORD HAUT SERVICE","39-24-P","-----","1//5000","2.3","SALLE 1","STI","76A (13)","PLAN DE MASSE",NULL,NULL
